"id","citylabel","locatedIn","callret-3"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","en"
1312197,"بنجرماسين","http://dbpedia.org/resource/Indonesia","ar"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","de"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","es"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","fr"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","it"
1312197,"バンジャルマシン","http://dbpedia.org/resource/Indonesia","ja"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","pl"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","nl"
1312197,"馬辰","http://dbpedia.org/resource/Indonesia","zh"
1312197,"Банджармасин","http://dbpedia.org/resource/Indonesia","ru"
1312197,"Banjarmasin","http://dbpedia.org/resource/Indonesia","pt"
8178859,"Banka, Bihar","http://dbpedia.org/resource/India","en"
8178859,"بانكا","http://dbpedia.org/resource/India","ar"
8178859,"Banka","http://dbpedia.org/resource/India","es"
8178859,"Banka","http://dbpedia.org/resource/India","it"
8178859,"Banka","http://dbpedia.org/resource/India","pt"
8178859,"班卡","http://dbpedia.org/resource/India","zh"
576409,"Baoding","http://dbpedia.org/resource/China","en"
576409,"Baoding","http://dbpedia.org/resource/China","de"
576409,"Báoding","http://dbpedia.org/resource/China","es"
576409,"Baoding","http://dbpedia.org/resource/China","fr"
576409,"Baoding","http://dbpedia.org/resource/China","it"
576409,"保定市","http://dbpedia.org/resource/China","ja"
576409,"Baoding","http://dbpedia.org/resource/China","pl"
576409,"Baoding","http://dbpedia.org/resource/China","nl"
576409,"Baoding (Hebei)","http://dbpedia.org/resource/China","pt"
576409,"Баодин","http://dbpedia.org/resource/China","ru"
576409,"保定市","http://dbpedia.org/resource/China","zh"
1149172,"Baotou","http://dbpedia.org/resource/China","en"
1149172,"Baotou","http://dbpedia.org/resource/China","de"
1149172,"Baotou","http://dbpedia.org/resource/China","es"
1149172,"Baotou","http://dbpedia.org/resource/China","fr"
1149172,"Baotou","http://dbpedia.org/resource/China","it"
1149172,"包頭市","http://dbpedia.org/resource/China","ja"
1149172,"Baotou","http://dbpedia.org/resource/China","pl"
1149172,"Baotou","http://dbpedia.org/resource/China","pt"
1149172,"Baotou","http://dbpedia.org/resource/China","nl"
1149172,"Баотоу","http://dbpedia.org/resource/China","ru"
1149172,"包头市","http://dbpedia.org/resource/China","zh"
4443,"Barcelona","http://dbpedia.org/resource/Spain","en"
4443,"برشلونة","http://dbpedia.org/resource/Spain","ar"
4443,"Barcelona","http://dbpedia.org/resource/Spain","de"
4443,"Barcelona","http://dbpedia.org/resource/Spain","es"
4443,"Barcelone","http://dbpedia.org/resource/Spain","fr"
4443,"Barcellona","http://dbpedia.org/resource/Spain","it"
4443,"バルセロナ","http://dbpedia.org/resource/Spain","ja"
4443,"Barcelona (Spanje)","http://dbpedia.org/resource/Spain","nl"
4443,"Barcelona","http://dbpedia.org/resource/Spain","pl"
4443,"Barcelona","http://dbpedia.org/resource/Spain","pt"
4443,"Барселона","http://dbpedia.org/resource/Spain","ru"
4443,"巴塞罗那","http://dbpedia.org/resource/Spain","zh"
1001821,"Bareilly","http://dbpedia.org/resource/India","en"
1001821,"Bareilly","http://dbpedia.org/resource/India","de"
1001821,"Bareilly","http://dbpedia.org/resource/India","es"
1001821,"Bareilly","http://dbpedia.org/resource/India","it"
1001821,"Bareli","http://dbpedia.org/resource/India","fr"
1001821,"バレーリー","http://dbpedia.org/resource/India","ja"
1001821,"Bareli","http://dbpedia.org/resource/India","pt"
1001821,"Bareli","http://dbpedia.org/resource/India","pl"
1001821,"Bareilly (stad)","http://dbpedia.org/resource/India","nl"
1001821,"巴雷利","http://dbpedia.org/resource/India","zh"
1001821,"Барели","http://dbpedia.org/resource/India","ru"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","en"
452374,"بارانكيا","http://dbpedia.org/resource/Colombia","ar"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","de"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","es"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","it"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","fr"
452374,"バランキージャ","http://dbpedia.org/resource/Colombia","ja"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","nl"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","pl"
452374,"Barranquilla","http://dbpedia.org/resource/Colombia","pt"
452374,"Барранкилья","http://dbpedia.org/resource/Colombia","ru"
452374,"巴兰基亚","http://dbpedia.org/resource/Colombia","zh"
716783,"Batam","http://dbpedia.org/resource/Indonesia","en"
716783,"باتام","http://dbpedia.org/resource/Indonesia","ar"
716783,"Batam","http://dbpedia.org/resource/Indonesia","de"
716783,"Batam","http://dbpedia.org/resource/Indonesia","es"
716783,"Batam","http://dbpedia.org/resource/Indonesia","fr"
716783,"バタム島","http://dbpedia.org/resource/Indonesia","ja"
716783,"Batam","http://dbpedia.org/resource/Indonesia","it"
716783,"Batam","http://dbpedia.org/resource/Indonesia","pl"
716783,"Batam","http://dbpedia.org/resource/Indonesia","nl"
716783,"巴淡島","http://dbpedia.org/resource/Indonesia","zh"
716783,"Батам","http://dbpedia.org/resource/Indonesia","ru"
716783,"Batam","http://dbpedia.org/resource/Indonesia","pt"
4056630,"Bazhong","http://dbpedia.org/resource/China","de"
4056630,"Bazhong","http://dbpedia.org/resource/China","en"
4056630,"Bazhong","http://dbpedia.org/resource/China","es"
4056630,"Bazhong","http://dbpedia.org/resource/China","fr"
4056630,"巴中市","http://dbpedia.org/resource/China","ja"
4056630,"Bazhong","http://dbpedia.org/resource/China","it"
4056630,"Bazhong","http://dbpedia.org/resource/China","nl"
4056630,"Bazhong","http://dbpedia.org/resource/China","pl"
4056630,"Бачжун","http://dbpedia.org/resource/China","ru"
4056630,"巴中市","http://dbpedia.org/resource/China","zh"
885790,"Bengbu","http://dbpedia.org/resource/China","en"
885790,"Bengbu","http://dbpedia.org/resource/China","de"
885790,"Bengbu","http://dbpedia.org/resource/China","es"
885790,"Bengbu","http://dbpedia.org/resource/China","fr"
885790,"Bengbu","http://dbpedia.org/resource/China","it"
885790,"蚌埠市","http://dbpedia.org/resource/China","ja"
885790,"Bengbu","http://dbpedia.org/resource/China","nl"
885790,"Bengbu","http://dbpedia.org/resource/China","pl"
885790,"Bengbu","http://dbpedia.org/resource/China","pt"
885790,"Бэнбу","http://dbpedia.org/resource/China","ru"
885790,"蚌埠市","http://dbpedia.org/resource/China","zh"
1257619,"Benxi","http://dbpedia.org/resource/China","en"
1257619,"Benxi","http://dbpedia.org/resource/China","de"
1257619,"Benxi","http://dbpedia.org/resource/China","es"
1257619,"Benxi","http://dbpedia.org/resource/China","fr"
1257619,"Benxi","http://dbpedia.org/resource/China","it"
1257619,"本渓市","http://dbpedia.org/resource/China","ja"
1257619,"Benxi","http://dbpedia.org/resource/China","pl"
1257619,"Benxi","http://dbpedia.org/resource/China","pt"
1257619,"Benxi","http://dbpedia.org/resource/China","nl"
1257619,"Бэньси","http://dbpedia.org/resource/China","ru"
1257619,"本溪市","http://dbpedia.org/resource/China","zh"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","en"
1278576,"بهافا نجر","http://dbpedia.org/resource/India","ar"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","de"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","es"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","fr"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","it"
1278576,"バーヴナガル","http://dbpedia.org/resource/India","ja"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","pt"
1278576,"Bhavnagar","http://dbpedia.org/resource/India","pl"
1278576,"巴夫那加尔","http://dbpedia.org/resource/India","zh"
1278576,"Бхавнагар","http://dbpedia.org/resource/India","ru"
47946,"Bhopal","http://dbpedia.org/resource/India","en"
47946,"بوبال","http://dbpedia.org/resource/India","ar"
47946,"Bhopal","http://dbpedia.org/resource/India","de"
47946,"Bhopal","http://dbpedia.org/resource/India","es"
47946,"Bhopal","http://dbpedia.org/resource/India","fr"
47946,"Bhopal","http://dbpedia.org/resource/India","it"
47946,"ボーパール","http://dbpedia.org/resource/India","ja"
47946,"Bhopal (stad)","http://dbpedia.org/resource/India","nl"
47946,"Bhopal","http://dbpedia.org/resource/India","pl"
47946,"Bhopal","http://dbpedia.org/resource/India","pt"
47946,"Бхопал","http://dbpedia.org/resource/India","ru"
47946,"博帕尔","http://dbpedia.org/resource/India","zh"
796920,"Bikaner","http://dbpedia.org/resource/India","en"
796920,"Bikaner","http://dbpedia.org/resource/India","de"
796920,"Bikaner","http://dbpedia.org/resource/India","es"
796920,"Bikaner","http://dbpedia.org/resource/India","fr"
796920,"Bikaner","http://dbpedia.org/resource/India","it"
796920,"ビーカーネール","http://dbpedia.org/resource/India","ja"
796920,"Bikaner","http://dbpedia.org/resource/India","pl"
796920,"Bikaner","http://dbpedia.org/resource/India","pt"
796920,"Bikaner","http://dbpedia.org/resource/India","nl"
796920,"Биканер","http://dbpedia.org/resource/India","ru"
796920,"比卡內爾","http://dbpedia.org/resource/India","zh"
2887468,"Binzhou","http://dbpedia.org/resource/China","de"
2887468,"Binzhou","http://dbpedia.org/resource/China","en"
2887468,"Binzhou","http://dbpedia.org/resource/China","es"
2887468,"Binzhou","http://dbpedia.org/resource/China","fr"
2887468,"浜州市","http://dbpedia.org/resource/China","ja"
2887468,"Binzhou","http://dbpedia.org/resource/China","it"
2887468,"Binzhou","http://dbpedia.org/resource/China","nl"
2887468,"Binzhou","http://dbpedia.org/resource/China","pl"
2887468,"Биньчжоу","http://dbpedia.org/resource/China","ru"
2887468,"滨州市","http://dbpedia.org/resource/China","zh"
4554,"Bishkek","http://dbpedia.org/resource/Kyrgyzstan","en"
4554,"بيشكك","http://dbpedia.org/resource/Kyrgyzstan","ar"
4554,"Bischkek","http://dbpedia.org/resource/Kyrgyzstan","de"
4554,"Biskek","http://dbpedia.org/resource/Kyrgyzstan","es"
4554,"Bichkek","http://dbpedia.org/resource/Kyrgyzstan","fr"
4554,"Biškek","http://dbpedia.org/resource/Kyrgyzstan","it"
4554,"ビシュケク","http://dbpedia.org/resource/Kyrgyzstan","ja"
4554,"Bisjkek","http://dbpedia.org/resource/Kyrgyzstan","nl"
4554,"Biszkek","http://dbpedia.org/resource/Kyrgyzstan","pl"
4554,"Bisqueque","http://dbpedia.org/resource/Kyrgyzstan","pt"
4554,"Бишкек","http://dbpedia.org/resource/Kyrgyzstan","ru"
4554,"比什凯克","http://dbpedia.org/resource/Kyrgyzstan","zh"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","en"
1104312,"بوكور","http://dbpedia.org/resource/Indonesia","ar"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","de"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","es"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","fr"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","it"
1104312,"ボゴール","http://dbpedia.org/resource/Indonesia","ja"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","pl"
1104312,"Bogor (stadsgemeente)","http://dbpedia.org/resource/Indonesia","nl"
1104312,"Bogor","http://dbpedia.org/resource/Indonesia","pt"
1104312,"Богор","http://dbpedia.org/resource/Indonesia","ru"
1104312,"茂物","http://dbpedia.org/resource/Indonesia","zh"
211271,"Bogotá","http://dbpedia.org/resource/Colombia","en"
211271,"بوغوتا","http://dbpedia.org/resource/Colombia","ar"
211271,"Bogotá","http://dbpedia.org/resource/Colombia","de"
211271,"Bogotá","http://dbpedia.org/resource/Colombia","es"
211271,"Bogota","http://dbpedia.org/resource/Colombia","fr"
211271,"Bogotá","http://dbpedia.org/resource/Colombia","it"
211271,"ボゴタ","http://dbpedia.org/resource/Colombia","ja"
211271,"Bogota (stad)","http://dbpedia.org/resource/Colombia","nl"
211271,"Bogota","http://dbpedia.org/resource/Colombia","pl"
211271,"Bogotá","http://dbpedia.org/resource/Colombia","pt"
211271,"Богота","http://dbpedia.org/resource/Colombia","ru"
211271,"波哥大","http://dbpedia.org/resource/Colombia","zh"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","en"
1132332,"بواكي (ساحل العاج)","http://dbpedia.org/resource/Ivory_Coast","ar"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","de"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","es"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","fr"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","it"
1132332,"ブアケ","http://dbpedia.org/resource/Ivory_Coast","ja"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","pl"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","pt"
1132332,"Bouaké","http://dbpedia.org/resource/Ivory_Coast","nl"
1132332,"布瓦凯","http://dbpedia.org/resource/Ivory_Coast","zh"
1132332,"Буаке","http://dbpedia.org/resource/Ivory_Coast","ru"
160084,"Brampton","http://dbpedia.org/resource/Canada","en"
160084,"برامبتون (أونتاريو)","http://dbpedia.org/resource/Canada","ar"
160084,"Brampton (Ontario)","http://dbpedia.org/resource/Canada","de"
160084,"Brampton (Ontario)","http://dbpedia.org/resource/Canada","es"
160084,"Brampton (Ontario)","http://dbpedia.org/resource/Canada","fr"
160084,"Brampton (Canada)","http://dbpedia.org/resource/Canada","it"
160084,"ブランプトン","http://dbpedia.org/resource/Canada","ja"
160084,"Brampton (Kanada)","http://dbpedia.org/resource/Canada","pl"
160084,"Brampton","http://dbpedia.org/resource/Canada","pt"
160084,"Brampton (Ontario)","http://dbpedia.org/resource/Canada","nl"
160084,"Брамптон (Онтарио)","http://dbpedia.org/resource/Canada","ru"
160084,"布兰普顿","http://dbpedia.org/resource/Canada","zh"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","en"
47384,"بروكلين","http://dbpedia.org/resource/United_States","ar"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","de"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","es"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","fr"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","it"
47384,"ブルックリン区","http://dbpedia.org/resource/United_States","ja"
47384,"Brooklyn (New York)","http://dbpedia.org/resource/United_States","nl"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","pl"
47384,"Brooklyn","http://dbpedia.org/resource/United_States","pt"
47384,"Бруклин","http://dbpedia.org/resource/United_States","ru"
47384,"布鲁克林区","http://dbpedia.org/resource/United_States","zh"
36877,"Bucharest","http://dbpedia.org/resource/Romania","en"
36877,"بوخارست","http://dbpedia.org/resource/Romania","ar"
36877,"Bukarest","http://dbpedia.org/resource/Romania","de"
36877,"Bucarest","http://dbpedia.org/resource/Romania","es"
36877,"Bucarest","http://dbpedia.org/resource/Romania","fr"
36877,"Bucarest","http://dbpedia.org/resource/Romania","it"
36877,"ブカレスト","http://dbpedia.org/resource/Romania","ja"
36877,"Boekarest","http://dbpedia.org/resource/Romania","nl"
36877,"Bukareszt","http://dbpedia.org/resource/Romania","pl"
36877,"Bucareste","http://dbpedia.org/resource/Romania","pt"
36877,"Бухарест","http://dbpedia.org/resource/Romania","ru"
36877,"布加勒斯特","http://dbpedia.org/resource/Romania","zh"
36787,"Budapest","http://dbpedia.org/resource/Hungary","en"
36787,"بودابست","http://dbpedia.org/resource/Hungary","ar"
36787,"Budapest","http://dbpedia.org/resource/Hungary","de"
36787,"Budapest","http://dbpedia.org/resource/Hungary","es"
36787,"Budapest","http://dbpedia.org/resource/Hungary","fr"
36787,"Budapest","http://dbpedia.org/resource/Hungary","it"
36787,"ブダペスト","http://dbpedia.org/resource/Hungary","ja"
36787,"Boedapest","http://dbpedia.org/resource/Hungary","nl"
36787,"Budapeszt","http://dbpedia.org/resource/Hungary","pl"
36787,"Budapeste","http://dbpedia.org/resource/Hungary","pt"
36787,"Будапешт","http://dbpedia.org/resource/Hungary","ru"
36787,"布达佩斯","http://dbpedia.org/resource/Hungary","zh"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","en"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","de"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","es"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","fr"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","it"
355237,"ブラワヨ","http://dbpedia.org/resource/Zimbabwe","ja"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","nl"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","pl"
355237,"Bulawayo","http://dbpedia.org/resource/Zimbabwe","pt"
355237,"Булавайо","http://dbpedia.org/resource/Zimbabwe","ru"
355237,"布拉瓦约","http://dbpedia.org/resource/Zimbabwe","zh"
3450,"Bursa","http://dbpedia.org/resource/Turkey","en"
3450,"بورصة (مدينة)","http://dbpedia.org/resource/Turkey","ar"
3450,"Bursa","http://dbpedia.org/resource/Turkey","de"
3450,"Bursa","http://dbpedia.org/resource/Turkey","es"
3450,"Bursa","http://dbpedia.org/resource/Turkey","fr"
3450,"Bursa","http://dbpedia.org/resource/Turkey","it"
3450,"ブルサ","http://dbpedia.org/resource/Turkey","ja"
3450,"Bursa (stad)","http://dbpedia.org/resource/Turkey","nl"
3450,"Bursa (miasto)","http://dbpedia.org/resource/Turkey","pl"
3450,"Bursa","http://dbpedia.org/resource/Turkey","pt"
3450,"Бурса (город)","http://dbpedia.org/resource/Turkey","ru"
3450,"布尔萨","http://dbpedia.org/resource/Turkey","zh"
68115,"Busan","http://dbpedia.org/resource/South_Korea","en"
68115,"بوسان","http://dbpedia.org/resource/South_Korea","ar"
68115,"Busan","http://dbpedia.org/resource/South_Korea","de"
68115,"Busan","http://dbpedia.org/resource/South_Korea","es"
68115,"Busan","http://dbpedia.org/resource/South_Korea","fr"
68115,"Pusan","http://dbpedia.org/resource/South_Korea","it"
68115,"釜山広域市","http://dbpedia.org/resource/South_Korea","ja"
68115,"Busan","http://dbpedia.org/resource/South_Korea","nl"
68115,"Pusan","http://dbpedia.org/resource/South_Korea","pl"
68115,"Busan","http://dbpedia.org/resource/South_Korea","pt"
68115,"Пусан","http://dbpedia.org/resource/South_Korea","ru"
68115,"釜山廣域市","http://dbpedia.org/resource/South_Korea","zh"
6293,"Cairo","http://dbpedia.org/resource/Egypt","en"
6293,"القاهرة","http://dbpedia.org/resource/Egypt","ar"
6293,"Kairo","http://dbpedia.org/resource/Egypt","de"
6293,"El Cairo","http://dbpedia.org/resource/Egypt","es"
6293,"Le Caire","http://dbpedia.org/resource/Egypt","fr"
6293,"Il Cairo","http://dbpedia.org/resource/Egypt","it"
6293,"カイロ","http://dbpedia.org/resource/Egypt","ja"
6293,"Caïro (stad)","http://dbpedia.org/resource/Egypt","nl"
6293,"Kair","http://dbpedia.org/resource/Egypt","pl"
6293,"Cairo","http://dbpedia.org/resource/Egypt","pt"
6293,"Каир","http://dbpedia.org/resource/Egypt","ru"
6293,"开罗","http://dbpedia.org/resource/Egypt","zh"
15895358,"Calgary","http://dbpedia.org/resource/Canada","en"
15895358,"كالغاري","http://dbpedia.org/resource/Canada","ar"
15895358,"Calgary","http://dbpedia.org/resource/Canada","de"
15895358,"Calgary","http://dbpedia.org/resource/Canada","es"
15895358,"Calgary","http://dbpedia.org/resource/Canada","fr"
15895358,"Calgary","http://dbpedia.org/resource/Canada","it"
15895358,"カルガリー","http://dbpedia.org/resource/Canada","ja"
15895358,"Calgary","http://dbpedia.org/resource/Canada","nl"
15895358,"Calgary","http://dbpedia.org/resource/Canada","pl"
15895358,"Calgary","http://dbpedia.org/resource/Canada","pt"
15895358,"Калгари","http://dbpedia.org/resource/Canada","ru"
15895358,"卡尔加里","http://dbpedia.org/resource/Canada","zh"
283965,"Cali","http://dbpedia.org/resource/Colombia","en"
283965,"كالي (مدينة)","http://dbpedia.org/resource/Colombia","ar"
283965,"Cali","http://dbpedia.org/resource/Colombia","de"
283965,"Cali","http://dbpedia.org/resource/Colombia","es"
283965,"Cali","http://dbpedia.org/resource/Colombia","fr"
283965,"Cali","http://dbpedia.org/resource/Colombia","it"
283965,"サンティアゴ・デ・カリ","http://dbpedia.org/resource/Colombia","ja"
283965,"Cali","http://dbpedia.org/resource/Colombia","nl"
283965,"Cali","http://dbpedia.org/resource/Colombia","pl"
283965,"Cáli","http://dbpedia.org/resource/Colombia","pt"
283965,"Кали (город)","http://dbpedia.org/resource/Colombia","ru"
283965,"卡利","http://dbpedia.org/resource/Colombia","zh"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","en"
55289,"كاراكاس","http://dbpedia.org/resource/Venezuela","ar"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","de"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","es"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","fr"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","it"
55289,"カラカス","http://dbpedia.org/resource/Venezuela","ja"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","nl"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","pl"
55289,"Caracas","http://dbpedia.org/resource/Venezuela","pt"
55289,"Каракас","http://dbpedia.org/resource/Venezuela","ru"
55289,"卡拉卡斯","http://dbpedia.org/resource/Venezuela","zh"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","en"
7301,"الدار البيضاء","http://dbpedia.org/resource/Morocco","ar"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","de"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","es"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","fr"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","it"
7301,"カサブランカ","http://dbpedia.org/resource/Morocco","ja"
7301,"Casablanca (stad)","http://dbpedia.org/resource/Morocco","nl"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","pl"
7301,"Casablanca","http://dbpedia.org/resource/Morocco","pt"
7301,"Касабланка","http://dbpedia.org/resource/Morocco","ru"
7301,"卡萨布兰卡","http://dbpedia.org/resource/Morocco","zh"
3372621,"Chandauli","http://dbpedia.org/resource/India","en"
3372621,"Chandauli","http://dbpedia.org/resource/India","de"
3372621,"Chandauli","http://dbpedia.org/resource/India","it"
3372621,"Chandauli (miasto)","http://dbpedia.org/resource/India","pl"
3372621,"Chandauli (stad)","http://dbpedia.org/resource/India","nl"
3372621,"钱道利","http://dbpedia.org/resource/India","zh"
3372621,"Чандаули","http://dbpedia.org/resource/India","ru"
250126,"Changchun","http://dbpedia.org/resource/China","en"
250126,"تشانغتشون","http://dbpedia.org/resource/China","ar"
250126,"Changchun","http://dbpedia.org/resource/China","de"
250126,"Changchun","http://dbpedia.org/resource/China","es"
250126,"Changchun","http://dbpedia.org/resource/China","fr"
250126,"Changchun","http://dbpedia.org/resource/China","it"
250126,"長春市","http://dbpedia.org/resource/China","ja"
250126,"Changchun","http://dbpedia.org/resource/China","pl"
250126,"Changchun","http://dbpedia.org/resource/China","pt"
250126,"Changchun","http://dbpedia.org/resource/China","nl"
250126,"Чанчунь","http://dbpedia.org/resource/China","ru"
250126,"长春市","http://dbpedia.org/resource/China","zh"
203299,"Changsha","http://dbpedia.org/resource/China","en"
203299,"تشانغشا","http://dbpedia.org/resource/China","ar"
203299,"Changsha","http://dbpedia.org/resource/China","de"
203299,"Changsha","http://dbpedia.org/resource/China","es"
203299,"Changsha","http://dbpedia.org/resource/China","fr"
203299,"Changsha","http://dbpedia.org/resource/China","it"
203299,"長沙市","http://dbpedia.org/resource/China","ja"
203299,"Changsha","http://dbpedia.org/resource/China","nl"
203299,"Changsha","http://dbpedia.org/resource/China","pl"
203299,"Changsha","http://dbpedia.org/resource/China","pt"
203299,"Чанша","http://dbpedia.org/resource/China","ru"
203299,"长沙市","http://dbpedia.org/resource/China","zh"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","en"
502349,"تشانغوون","http://dbpedia.org/resource/South_Korea","ar"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","de"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","es"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","fr"
502349,"昌原市","http://dbpedia.org/resource/South_Korea","ja"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","it"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","pl"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","pt"
502349,"Чханвон","http://dbpedia.org/resource/South_Korea","ru"
502349,"Changwon","http://dbpedia.org/resource/South_Korea","nl"
502349,"昌原市","http://dbpedia.org/resource/South_Korea","zh"
1818912,"Changzhou","http://dbpedia.org/resource/China","en"
1818912,"Changzhou","http://dbpedia.org/resource/China","de"
1818912,"Changzhou","http://dbpedia.org/resource/China","es"
1818912,"Changzhou","http://dbpedia.org/resource/China","fr"
1818912,"Changzhou","http://dbpedia.org/resource/China","it"
1818912,"常州市","http://dbpedia.org/resource/China","ja"
1818912,"Changzhou","http://dbpedia.org/resource/China","pl"
1818912,"Changzhou","http://dbpedia.org/resource/China","pt"
1818912,"Changzhou","http://dbpedia.org/resource/China","nl"
1818912,"常州市","http://dbpedia.org/resource/China","zh"
1818912,"Чанчжоу","http://dbpedia.org/resource/China","ru"
1988189,"Chaohu","http://dbpedia.org/resource/China","en"
1988189,"Chaohu","http://dbpedia.org/resource/China","de"
1988189,"Chaohu","http://dbpedia.org/resource/China","es"
1988189,"Chaohu","http://dbpedia.org/resource/China","fr"
1988189,"Chaohu","http://dbpedia.org/resource/China","it"
1988189,"巣湖市","http://dbpedia.org/resource/China","ja"
1988189,"Chaohu","http://dbpedia.org/resource/China","pl"
1988189,"Chaohu","http://dbpedia.org/resource/China","nl"
1988189,"巢湖市","http://dbpedia.org/resource/China","zh"
1988189,"Чаоху","http://dbpedia.org/resource/China","ru"
1988189,"Chaohu","http://dbpedia.org/resource/China","pt"
2019511,"Chaoyang, Liaoning","http://dbpedia.org/resource/China","en"
2019511,"Chaoyang (Liaoning)","http://dbpedia.org/resource/China","de"
2019511,"Chaoyang","http://dbpedia.org/resource/China","es"
2019511,"Chaoyang","http://dbpedia.org/resource/China","fr"
2019511,"朝陽市","http://dbpedia.org/resource/China","ja"
2019511,"Chaoyang","http://dbpedia.org/resource/China","it"
2019511,"Chaoyang (Liaoning)","http://dbpedia.org/resource/China","pl"
2019511,"Chaoyang (Liaoning)","http://dbpedia.org/resource/China","nl"
2019511,"朝阳市","http://dbpedia.org/resource/China","zh"
2019511,"Чаоян","http://dbpedia.org/resource/China","ru"
882148,"Chengde","http://dbpedia.org/resource/China","en"
882148,"Chengde","http://dbpedia.org/resource/China","de"
882148,"Chengdé","http://dbpedia.org/resource/China","es"
882148,"Chengde","http://dbpedia.org/resource/China","fr"
882148,"Chengde","http://dbpedia.org/resource/China","it"
882148,"承徳市","http://dbpedia.org/resource/China","ja"
882148,"Chengde","http://dbpedia.org/resource/China","nl"
882148,"Chengde","http://dbpedia.org/resource/China","pl"
882148,"Chengde","http://dbpedia.org/resource/China","pt"
882148,"Чэндэ","http://dbpedia.org/resource/China","ru"
882148,"承德市","http://dbpedia.org/resource/China","zh"
170375,"Chengdu","http://dbpedia.org/resource/China","en"
170375,"تشنغدو","http://dbpedia.org/resource/China","ar"
170375,"Chengdu","http://dbpedia.org/resource/China","de"
170375,"Chengdú","http://dbpedia.org/resource/China","es"
170375,"Chengdu","http://dbpedia.org/resource/China","fr"
170375,"Chengdu","http://dbpedia.org/resource/China","it"
170375,"成都市","http://dbpedia.org/resource/China","ja"
170375,"Chengdu","http://dbpedia.org/resource/China","nl"
